"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","41320","Search a text","","Thu Mar 13 18:06:08 IST 2025","passed","Thu Mar 13 18:06:50 IST 2025","","Login page test cases","Search a text",""
